p_name,release_date,specs,price_bdt,category,source
Lenovo IdeaPad Slim 5 14IRH10,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 16GB | Storage: 1TB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,111000,laptop,Ryans
Lenovo IdeaPad Slim 5 14IRH10,2026,Processor: Core i7 | Gen: 13th (Intel) | RAM: 16GB | Storage: 1TB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,121000,laptop,Ryans
Lenovo IdeaPad Slim 5 14IRH10 ,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 16GB | Storage: 512GB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,101000,laptop,Ryans
Lenovo IdeaPad Slim 5 14IRH10R,2026,Processor: Core 5 | Gen: Core Series 2 | RAM: 32GB | Storage: 1TB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,123000,laptop,Ryans
Lenovo IdeaPad Slim 5 14IRH10R Series 2,2026,Processor: Core 7 | Gen: Core Series 2 | RAM: 16GB | Storage: 1TB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,120000,laptop,Ryans
Lenovo IdeaPad Slim 5 14Q8X9 ,2026,Processor: Snapdragon X Plus | Gen: Snapdragon X Series | RAM: 16GB | Storage: 512GB SSD | GPU: Qualcomm Adreno Graphics | GPU Mem: Shared | Display: 14 | Color: Cloud Gray,117500,laptop,Ryans
Lenovo IdeaPad Slim 5 15ARP10 ,2026,Processor: Ryzen 7 | Gen: Ryzen | RAM: 32GB | Storage: 1TB SSD | GPU: AMD Radeon 680M Graphics | GPU Mem: Shared | Display: 15.1 | Color: Cloud Gray,173000,laptop,Ryans
Lenovo IdeaPad Slim 5 16AHP10 ,2026,Processor: Ryzen 7 | Gen: Ryzen | RAM: 32GB | Storage: 1TB SSD | GPU: AMD Radeon 780M Graphics | GPU Mem: Shared | Display: 16 | Color: Luna Gray,162000,laptop,Ryans
Lenovo Legion 5 15AKP10 ,2026,Processor: Ryzen AI 7 | Gen: Ryzen | RAM: 32GB | Storage: 512GB SSD | GPU: Nvidia RTX 5060 Graphics | GPU Mem: 8GB | Display: 15.1 | Color: Eclipse Black,240000,laptop,Ryans
Lenovo Legion 5 15AKP10 AMD,2026,Processor: Ryzen AI 7 | Gen: Ryzen | RAM: 32GB | Storage: 512GB SSD | GPU: NVIDIA Geforce RTX 5070 Graphics | GPU Mem: 8GB | Display: 15.1 | Color: Eclipse Black,270000,laptop,Ryans
Lenovo Legion 5 Gaming 15IRX10,2026,Processor: Core i7 | Gen: 14th (Intel) | RAM: 24GB | Storage: 512GB SSD | GPU: Nvidia RTX 5050 Graphics | GPU Mem: 8GB | Display: 15.1 | Color: Eclipse Black,197500,laptop,Ryans
Lenovo Legion 5 Gaming 15IRX10,2026,Processor: Core i7 | Gen: 14th (Intel) | RAM: 24GB | Storage: 512GB SSD | GPU: Nvidia RTX 5070 Graphics | GPU Mem: 8GB | Display: 15.1 | Color: Eclipse Black,243500,laptop,Ryans
Lenovo Legion 5 Gaming 15IRX10,2026,Processor: Core i9 | Gen: 14th (Intel) | RAM: 24GB | Storage: 512GB SSD | GPU: Nvidia RTX 5070 Graphics | GPU Mem: 8GB | Display: 15.1 | Color: Eclipse Black,272500,laptop,Ryans
Lenovo Legion 5 Gaming 15IRX10 ,2026,Processor: Core i7 | Gen: 14th (Intel) | RAM: 24GB | Storage: 512GB SSD | GPU: Nvidia RTX 5050 Graphics | GPU Mem: 8GB | Display: 15.1 | Color: Eclipse Black,200500,laptop,Ryans
Lenovo Legion Pro 5 16ADR10,2026,Processor: Ryzen 7 | Gen: Ryzen | RAM: 32GB | Storage: 1TB SSD | GPU: NVIDIA GeForce RTX 5060 Graphics | GPU Mem: 8GB | Display: 16 | Color: Eclipse Black,235000,laptop,Ryans
Lenovo Legion Pro 5 16ADR10 ,2026,Processor: Ryzen 7 | Gen: Ryzen | RAM: 24GB | Storage: 1TB SSD | GPU: NVIDIA GeForce RTX 5060 Graphics | GPU Mem: 8GB | Display: 16 | Color: Eclipse Black,240000,laptop,Ryans
Lenovo LOQ 15AHP10 ,2026,Processor: Ryzen 7 | Gen: Ryzen | RAM: 16GB | Storage: 512GB SSD | GPU: Nvidia RTX 5050 Graphics | GPU Mem: 8GB | Display: 16 | Color: Luna Gray,165000,laptop,Ryans
Lenovo LOQ 15AHP10 ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 16GB | Storage: 1TB SSD | GPU: Nvidia RTX 5050 Graphics | GPU Mem: 8GB | Display: 15.6 | Color: Luna Gray,168000,laptop,Ryans
Lenovo LOQ 15AHP10 ,2026,Processor: Ryzen 7 | Gen: Ryzen | RAM: 16GB | Storage: 1TB SSD | GPU: Nvidia RTX 5050 Graphics | GPU Mem: 8GB | Display: 15.6 | Color: Luna Gray,172000,laptop,Ryans
Lenovo LOQ 15AHP9 ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 16GB | Storage: 512GB SSD | GPU: Nvidia RTX 3050 Graphics | GPU Mem: 6GB | Display: 15.6 | Color: Luna Gray,138000,laptop,Ryans
Lenovo LOQ 15AHP9 ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 16GB | Storage: 512GB SSD | GPU: Nvidia RTX 4050 Graphics | GPU Mem: 6GB | Display: 15.6 | Color: Luna Gray,142000,laptop,Ryans
Lenovo LOQ Gaming 15IAX9 ,2026,Processor: Core i5 | Gen: 12th (Intel) | RAM: 16GB | Storage: 512GB SSD | GPU: Nvidia RTX 2050 Graphics | GPU Mem: 4GB | Display: 15.6 | Color: Luna Gray,107000,laptop,Ryans
Lenovo LOQ Gaming 15IAX9E,2026,Processor: Core i5 | Gen: 12th (Intel) | RAM: 16GB | Storage: 512GB SSD | GPU: Nvidia RTX 3050 Graphics | GPU Mem: 6GB | Display: 15.6 | Color: Luna Gray,121500,laptop,Ryans
Lenovo LOQ Gaming 15IAX9E ,2026,Processor: Core i5 | Gen: 12th (Intel) | RAM: 12GB | Storage: 512GB SSD | GPU: Nvidia RTX 2050 Graphics | GPU Mem: 4GB | Display: 15.6 | Color: Luna Gray,96000,laptop,Ryans
Lenovo LOQ Gaming 15IRX9 ,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 24GB | Storage: 512GB SSD | GPU: Nvidia RTX 3050 Graphics | GPU Mem: 6GB | Display: 15.6 | Color: Luna Gray,135500,laptop,Ryans
Lenovo LOQ Gaming 15IRX9 ,2026,Processor: Core i7 | Gen: 13th (Intel) | RAM: 24GB | Storage: 512GB SSD | GPU: Nvidia RTX 3050 Graphics | GPU Mem: 6GB | Display: 15.6 | Color: Luna Gray,145000,laptop,Ryans
Lenovo ThinkPad E14 ,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Arc Graphics | GPU Mem: Shared | Display: 14 | Color: Graphite Black,98000,laptop,Ryans
Lenovo ThinkPad E14 ,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 14 | Color: Black,98000,laptop,Ryans
Lenovo ThinkPad E14 Gen 7 Series 2,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 14 | Color: Black,110000,laptop,Ryans
Lenovo Yoga 7 2 in 1 14ILL10 Series 2 ,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 32GB | Storage: 1TB SSD | GPU: Intel Arc 130V Graphics | GPU Mem: Shared | Display: 14 | Color: Seashell,178000,laptop,Ryans
Lenovo Yoga 7 2 in 1 14IML9 ,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 16GB | Storage: 1TB SSD | GPU: Intel Arc Graphics | GPU Mem: Shared | Display: 14 | Color: Storm Grey,159000,laptop,Ryans
Lenovo Yoga 7 2 in 1 14IML9 I,2026,Processor: Core Ultra 7 | Gen: Ultra | RAM: 16GB | Storage: 1TB SSD | GPU: Intel Arc graphics | GPU Mem: Shared | Display: 14 | Color: Storm Grey,165000,laptop,Ryans
Lenovo Yoga 7 2 in 1 14IML9 Series 1 ,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 16GB | Storage: 512GB SSD | GPU: Intel Arc Graphics | GPU Mem: Shared | Display: 14 | Color: Storm Grey,142500,laptop,Ryans
Lenovo Yoga Slim 7 14ILL10 Series 2,2026,Processor: Core Ultra 7 | Gen: Ultra | RAM: 16GB | Storage: 512GB SSD | GPU: Intel Arc 140V Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,164000,laptop,Ryans
Lenovo Yoga Slim 7 14ILL10 Series 2,2026,Processor: Core Ultra 7 | Gen: Ultra | RAM: 32GB | Storage: 1TB SSD | GPU: Intel Arc 140V Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,189000,laptop,Ryans
Lenovo Yoga Slim 7 14ILL10 Series 2 ,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 32GB | Storage: 1TB SSD | GPU: Intel Arc 130V Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,173000,laptop,Ryans
Lenovo Yoga Slim 7 14IMH9,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 16GB | Storage: 512GB SSD | GPU: Intel Arc Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,142500,laptop,Ryans
Lenovo Yoga Slim 7 14IMH9 Series 1,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 16GB | Storage: 512GB SSD | GPU: Intel Arc graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,159000,laptop,Ryans
Lenovo Yoga Slim 7 14IMH9 Series 1,2026,Processor: Core Ultra 9 | Gen: Ultra | RAM: 32GB | Storage: 1TB SSD | GPU: Intel Arc Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,197000,laptop,Ryans
Lenovo Yoga Slim 7 14Q8X9,2026,Processor: Snapdragon X Elite | Gen: Snapdragon X Series | RAM: 16GB | Storage: 512GB SSD | GPU: Qualcomm Adreno Graphics | GPU Mem: Shared | Display: 14.5 | Color: Cosmic Blue,208000,laptop,Ryans
Lenovo Yoga Slim 9 14ILL10 Series 2,2026,Processor: Core Ultra 7 | Gen: Ultra | RAM: 32GB | Storage: 1TB SSD | GPU: Intel Arc 140V Graphics | GPU Mem: Shared | Display: 14 | Color: Tidal Teal,277000,laptop,Ryans
Microsoft Surface Laptop 1st Edition Copilot+pc,2026,Processor: Snapdragon X Plus | Gen: Snapdragon X Series | RAM: 16GB | Storage: 512GB SSD | GPU: Qualcomm Adreno Graphics | GPU Mem: Shared | Display: 13 | Color: Platinum,184000,laptop,Ryans
Microsoft Surface Laptop 5,2026,Processor: Core i5 | Gen: 12th (Intel) | RAM: 8GB | Storage: 256GB SSD | GPU: Intel Iris Xe Graphics | GPU Mem: Shared | Display: 13.5 | Color: Platinum,130000,laptop,Ryans
Microsoft Surface Laptop 7 ,2026,Processor: Snapdragon X Plus | Gen: Snapdragon X Series | RAM: 16GB | Storage: 512GB SSD | GPU: Qualcomm Adreno Graphics | GPU Mem: Shared | Display: 13.8 | Color: Black,184000,laptop,Ryans
Microsoft Surface Laptop 7 ,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 16GB | Storage: 256GB SSD | GPU: Intel Arc 130V Graphics | GPU Mem: Shared | Display: 13.8 | Color: Black,179000,laptop,Ryans
Microsoft Surface Laptop 7 Copilot+ PC ,2026,Processor: Snapdragon X Plus | Gen: Snapdragon X Series | RAM: 16GB | Storage: 512GB SSD | GPU: Qualcomm Adreno Graphics | GPU Mem: Shared | Display: 13.8 | Color: Platinum,184000,laptop,Ryans
Microsoft Surface Laptop 7 Copilot+ PC ,2026,Processor: Snapdragon X Elite | Gen: Snapdragon X Series | RAM: 16GB | Storage: 512GB SSD | GPU: Qualcomm Adreno Graphics | GPU Mem: Shared | Display: 13.8 | Color: Platinum,199000,laptop,Ryans
MSI Cyborg 15 A13UC,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Nvidia RTX 3050 Graphics | GPU Mem: 4GB | Display: 15.6 | Color: Translucent Black,98900,laptop,Ryans
MSI Cyborg 15 A13VE,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Nvidia RTX 4050 Graphics | GPU Mem: 6GB | Display: 15.6 | Color: Translucent Black,115900,laptop,Ryans
MSI Cyborg 15 B2RWEKG Series 2,2026,Processor: Core 5 | Gen: Core Series 2 | RAM: 16GB | Storage: 512GB SSD | GPU: Nvidia RTX 5050 Graphics | GPU Mem: 8GB | Display: 15.6 | Color: Translucent Black,159900,laptop,Ryans
MSI Katana 15 HX B14WFK,2026,Processor: Core i7 | Gen: 14th (Intel) | RAM: 16GB | Storage: 512GB SSD | GPU: Nvidia RTX 5060 Graphics | GPU Mem: 8GB | Display: 15.6 | Color: Black,188900,laptop,Ryans
MSI Katana 15 HX B14WGK,2026,Processor: Core i7 | Gen: 14th (Intel) | RAM: 16GB | Storage: 512GB SSD | GPU: Nvidia RTX 5070 Graphics | GPU Mem: 8GB | Display: 15.6 | Color: Black,221900,laptop,Ryans
MSI Modern 14 F13MG,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Iris Xe Graphics | GPU Mem: Shared | Display: 14 | Color: Platinum Gray,68500,laptop,Ryans
MSI Modern 15 F13MG,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Iris Xe Graphics | GPU Mem: Shared | Display: 15.6 | Color: Urban Silver,69000,laptop,Ryans
MSI Modern 15 F1MG Series 1 ,2026,Processor: Core 5 | Gen: Core Series 1 | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 15.6 | Color: Urban Silver,79400,laptop,Ryans
MSI Modern 15 F1MG Series 1 ,2026,Processor: Core 7 | Gen: Core Series 1 | RAM: 8GB | Storage: 1TB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 15.6 | Color: Urban Silver,102900,laptop,Ryans
MSI Modern A15 AI F2HMG ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 16GB | Storage: 512GB SSD | GPU: AMD Radeon 740M Graphics | GPU Mem: Shared | Display: 15.6 | Color: Platinum Gray,79000,laptop,Ryans
MSI Modern A15 AI F2HMG ,2026,Processor: Ryzen 7 | Gen: Ryzen | RAM: 16GB | Storage: 512GB SSD | GPU: AMD Radeon 780M Graphics | GPU Mem: Shared | Display: 15.6 | Color: Platinum Gray,89000,laptop,Ryans
MSI Prestige 13 AI+ Ukiyoe Edition A2VMG,2026,Processor: Core Ultra 9 | Gen: Ultra | RAM: 32GB | Storage: 2TB SSD | GPU: Intel Arc 140V Graphics | GPU Mem: Shared | Display: 13.3 | Color: Ukiyoe Edition,325000,laptop,Ryans
MSI Thin 15 B13VE ,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Nvidia RTX 4050 Graphics | GPU Mem: 6GB | Display: 15.6 | Color: Cosmos Gray,105900,laptop,Ryans
MSI Vector 16 HX AI A2XWIG Series 2,2026,Processor: Core Ultra 9 | Gen: Ultra | RAM: 16GB | Storage: 1TB SSD | GPU: Nvidia RTX 5080 Graphics | GPU Mem: 16GB | Display: 16 | Color: Cosmos Gray,449900,laptop,Ryans
MSI VenturePro 15 A2RWEG Series 2,2026,Processor: Core 5 | Gen: Core Series 2 | RAM: 16GB | Storage: 512GB SSD | GPU: Nvidia RTX 5050 Graphics | GPU Mem: 8GB | Display: 15.6 | Color: Solid Gray,148900,laptop,Ryans
Smart Flairedge,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Iris Xe Graphics | GPU Mem: Shared | Display: 15.6 | Color: Gray,64500,laptop,Ryans
Smart Flairedge,2026,Processor: Core i5 | Gen: 12th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Iris Xe Graphics | GPU Mem: Shared | Display: 16 | Color: Silver,59000,laptop,Ryans
Smart Flairedge,2026,Processor: Core i7 | Gen: 12th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Iris Xe Graphics | GPU Mem: Shared | Display: 15.6 | Color: Silver,67500,laptop,Ryans
Smart Flairedge ,2026,Processor: Core i7 | Gen: 12th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Iris Xe Graphics | GPU Mem: Shared | Display: 16 | Color: Silver,68500,laptop,Ryans
Smart Flairedge ,2026,Processor: Core i5 | Gen: 12th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Iris Xe Graphics | GPU Mem: Shared | Display: 15.6 | Color: Silver,54500,laptop,Ryans
TECNO Megabook K15S,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 16GB | Storage: 512GB SSD | GPU: AMD Radeon Graphics | GPU Mem: Shared | Display: 15.6 | Color: Silver,57500,laptop,Ryans
TECNO Megabook K16S ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 16GB | Storage: 512GB SSD | GPU: AMD Radeon Graphics | GPU Mem: Shared | Display: 16 | Color: Galaxy Silver,61900,laptop,Ryans
TECNO Megabook T14 Air,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 16GB | Storage: 512GB SSD | GPU: Intel Iris Xe Graphics | GPU Mem: Shared | Display: 14 | Color: Moonshine Silver,71900,laptop,Ryans
iPhone 17 Pro Max,2025,A19 Pro chip; 48MP triple camera; 120Hz OLED; 5000mAh,153890,camera,reference
Samsung Galaxy S25 Ultra,2025,Snapdragon 8 Elite; 200MP camera; 120Hz AMOLED; S-Pen,142890,performance,reference
Google Pixel 9 Pro,2025,Tensor G4; AI camera; 120Hz OLED; 4700mAh,109890,camera,reference
OnePlus 13 Pro,2025,Snapdragon 8 Gen 4; 100W charging; AMOLED; 5000mAh,98890,performance,reference
Xiaomi 15 Ultra,2025,Leica camera; Snapdragon 8 Elite; 120Hz AMOLED,131890,camera,reference
Sony Xperia 1 VII,2025,4K OLED; Snapdragon 8 Elite; pro camera system,131890,camera,reference
Oppo Find X9 Ultra,2026,200MP dual cam; Snapdragon 8 Elite Gen 5; 144Hz OLED,159390,camera,reference
Vivo X100 Pro+,2025,Zeiss optics; Dimensity 9400; 120Hz AMOLED,120890,camera,reference
Huawei P70 Pro,2025,KirIN chip; XMAGE camera; OLED display,120890,camera,reference
Asus ROG Phone 9,2025,Gaming triggers; Snapdragon 8 Elite; 165Hz AMOLED,109890,performance,reference
Nothing Phone 3,2025,Snapdragon chip; Glyph UI; OLED,76890,daily use,reference
Motorola Edge 50 Ultra,2025,144Hz display; Snapdragon chip; 50MP cam,87890,daily use,reference
Realme GT 7 Pro,2025,Snapdragon flagship; 150W charging,76890,performance,reference
iQOO 13 Pro,2025,Snapdragon 8 Elite; gaming cooling system,87890,performance,reference
Honor Magic 8 Pro,2026,200MP camera; 7100mAh battery,131890,daily use,reference
Samsung Galaxy Z Fold 6,2025,foldable display; Snapdragon chip,197890,productivity,reference
Samsung Galaxy Z Flip 6,2025,compact foldable; AMOLED,109890,daily use,reference
Google Pixel Fold 2,2025,foldable OLED; Tensor chip,175890,productivity,reference
OnePlus Open 2,2025,foldable AMOLED; Snapdragon chip,164890,productivity,reference
Xiaomi Mix Fold 4,2025,foldable; Leica camera,164890,productivity,reference
Sony Xperia 5 V,2025,compact flagship; OLED; Snapdragon,98890,daily use,reference
Huawei Mate 60 Pro+,2025,flagship camera; OLED,142890,camera,reference
Asus Zenfone 11 Ultra,2025,compact flagship; Snapdragon chip,98890,daily use,reference
Oppo Reno 12 Pro+,2025,AI camera; AMOLED,87890,camera,reference
Vivo V30 Pro+,2025,portrait camera; AMOLED,87890,camera,reference
Realme GT Neo 6 Pro,2025,fast charging; Snapdragon,76890,performance,reference
Honor 600 Pro,2026,200MP cam; Snapdragon 8 Elite,86240,camera,reference
Samsung Galaxy S25+,2025,Snapdragon 8 Elite; AMOLED,120890,daily use,reference
iPhone 17,2025,A19 chip; OLED,109890,daily use,reference
iPhone 17 Air,2025,thin design; OLED,120890,daily use,reference
Pixel 9,2025,Tensor chip; OLED,87890,daily use,reference
OnePlus 13,2025,Snapdragon chip; AMOLED,87890,performance,reference
Xiaomi 15,2025,Snapdragon chip; AMOLED,87890,performance,reference
Sony Xperia 1 VI,2025,4K OLED; Snapdragon,131890,camera,reference
Motorola Edge 50 Pro,2025,OLED; Snapdragon chip,76890,daily use,reference
Nothing Phone 2a Pro,2025,OLED; Snapdragon chip,65890,daily use,reference
Realme GT 6,2025,fast charging; Snapdragon,65890,performance,reference
iQOO Neo 9 Pro+,2025,gaming; Snapdragon chip,76890,performance,reference
Vivo X90 Pro+,2025,Zeiss camera; AMOLED,120890,camera,reference
Huawei P60 Pro+,2025,flagship camera,120890,camera,reference
MacBook Pro M4,2025,M4 chip; 16-inch Retina; 18GB RAM,274890,performance,reference
MacBook Air M4,2025,M4 chip; 13-inch; lightweight,142890,daily use,reference
Dell XPS 15 2025,2025,Intel i9; OLED; RTX 4070,252890,performance,reference
HP Spectre x360 2025,2025,Intel Ultra; OLED; 2-in-1,197890,productivity,reference
Lenovo ThinkPad X1 Carbon Gen 13,2025,Intel Ultra; business laptop,219890,productivity,reference
Asus ROG Zephyrus G16,2025,Ryzen 9; RTX 4080,274890,gaming,reference
Acer Predator Helios 18,2025,Intel i9; RTX 4090,329890,gaming,reference
MSI Raider GE78,2025,Intel i9; RTX 4090,318890,gaming,reference
Razer Blade 16,2025,Intel i9; RTX 4080; premium build,307890,gaming,reference
Apple MacBook Pro 14 M4,2025,M4 chip; Retina,219890,performance,reference
Dell Alienware m18 R2,2025,Intel i9; RTX 4090,329890,gaming,reference
HP Omen 17 2025,2025,Intel i7; RTX 4070,219890,gaming,reference
Lenovo Legion 9i,2025,Intel i9; RTX 4090,318890,gaming,reference
Asus TUF Gaming F15 2025,2025,Intel i7; RTX 4060,164890,gaming,reference
Acer Nitro 16,2025,Ryzen 7; RTX 4060,153890,gaming,reference
MSI Stealth 16 AI,2025,Intel Ultra; RTX 4070,241890,performance,reference
Razer Blade 14,2025,Ryzen 9; RTX 4070,263890,gaming,reference
MacBook Air 15 M4,2025,M4 chip; large display,164890,daily use,reference
Dell Inspiron 16 Plus,2025,Intel i7; RTX 4060,153890,daily use,reference
HP Pavilion Plus 14,2025,Intel i5; OLED,109890,daily use,reference
Lenovo Yoga 9i,2025,Intel Ultra; OLED; 2-in-1,186890,productivity,reference
Asus Zenbook 14 OLED,2025,Intel Ultra; OLED,131890,daily use,reference
Acer Swift X 14,2025,Ryzen 7; RTX 4050,142890,performance,reference
MSI Prestige 14 AI,2025,Intel Ultra; lightweight,153890,productivity,reference
Samsung Galaxy Book 4 Ultra,2025,Intel Ultra; RTX 4070,263890,performance,reference
LG Gram 17 2025,2025,Intel Ultra; ultra-light,186890,daily use,reference
Microsoft Surface Laptop 6,2025,Intel Ultra; touchscreen,175890,productivity,reference
Surface Laptop Studio 2,2025,Intel i7; RTX 4060,241890,creative,reference
Dell Latitude 9440,2025,business ultrabook,219890,productivity,reference
HP Elite Dragonfly G4,2025,ultralight; business laptop,219890,productivity,reference
Lenovo ThinkBook 16p,2025,Intel i9; RTX 4060,197890,performance,reference
Asus Vivobook Pro 15,2025,OLED; RTX 4050,142890,performance,reference
Acer Aspire 7 2025,2025,Ryzen 5; GTX 1650,98890,daily use,reference
MSI Katana 17,2025,Intel i7; RTX 4060,153890,gaming,reference
Razer Blade 18,2025,Intel i9; RTX 4090,384890,gaming,reference
Gigabyte Aorus 17X,2025,Intel i9; RTX 4090,329890,gaming,reference
Samsung Galaxy Book Flex 3,2025,2-in-1; AMOLED,175890,productivity,reference
Huawei MateBook X Pro 2025,2025,Intel Ultra; lightweight,197890,daily use,reference